ped,representation,n_frames,frac_anom,auc_mean,eer_mean,auc_max,eer_max
UCSDped2,raw,2010,0.8199004975124378,0.6695877809365446,0.46491813281124283,0.5926185431529261,0.42249101539451805
UCSDped2,L,2010,0.8199004975124378,0.492591052942123,0.5635610550877005,0.4794577723542348,0.44476646730676395
UCSDped2,S,2010,0.8199004975124378,0.6557689213109478,0.44476646730676395,0.5226727189829963,0.45865069999463604
UCSDped2,LS,2010,0.8199004975124378,0.6740013007563159,0.46781633857211824,0.5025353014536287,0.5028982057608755
UCSDped1,raw,7200,0.5618055555555556,0.6239430809102824,0.4292008094358436,0.5734535994624657,0.4488803653039596
UCSDped1,L,7200,0.5618055555555556,0.41729117162508156,0.5580672270553735,0.44456081445074136,0.5348441365854423
UCSDped1,S,7200,0.5618055555555556,0.6347186074255747,0.40335018678535256,0.535579916117999,0.47041092777567733
UCSDped1,LS,7200,0.5618055555555556,0.5167329508167818,0.4897545246719258,0.43039270959236325,0.5552812162694254
